FBtr	OG_ID	transcript_ID	gene_ID
FBtr0289963	OG0006223	CG13046-RB	CG13046
FBtr0289964	OG0006222	CG13047-RB	CG13047
FBtr0289967	OG0004670	CG13568-RD	ppk29
FBtr0289971	OG0008531	CG13622-RB	CG13622
FBtr0289972	OG0004829	CG13879-RB	wac
FBtr0289973	OG0004887	CG13905-RB	mat
FBtr0289974	OG0007916	CG14325-RB	CG14325
FBtr0289975	OG0006714	CG14456-RB	CG14456
FBtr0289976	OG0007670	CG14860-RB	CG14860
FBtr0289977	OG0005166	CG14985-RB	CG14985
FBtr0289978	OG0010713	CG15618-RB	THADA
FBtr0290001	OG0005429	CG32381-RB	unc-13-4A
FBtr0290002	OG0010584	CG32547-RC	GulpR
FBtr0290003	OG0010582	CG32551-RB	CG32551
FBtr0290018	OG0007706	CG4334-RB	Zip88E
FBtr0290021	OG0010271	CG5321-RB	CG5321
FBtr0290022	OG0007672	CG7026-RB	VhaPPA1-2
FBtr0290024	OG0005815	CG7394-RB	CG7394
FBtr0290026	OG0005463	CG7546-RD	CG7546
FBtr0290031	OG0003900	CG8048-RE	Vha44
FBtr0290042	OG0002843	CG9333-RB	Oseg5
FBtr0290044	OG0006448	CG9449-RF	CG9449
FBtr0290046	OG0009134		
FBtr0290050	OG0009034	CG31028-RC	Rsod
FBtr0290053	OG0008603	CG31115-RB	CG31115
FBtr0290059	OG0002824	CG31678-RB	CG31678
FBtr0290062	OG0002589	CG31812-RB	Tsen2
FBtr0290065	OG0006150	CG32149-RD	RhoGAP71E
FBtr0290069	OG0010420	CG32575-RC	hang
FBtr0290071	OG0001753	CG33003-RB	CG33003
FBtr0290076	OG0008967	CG33956-RF	kay
FBtr0290085	OG0009392	CG17777-RB	CG17777
FBtr0290096	OG0010485	CG4937-RC	RhoGAP15B
FBtr0290103	OG0005615	CG5263-RD	smg
FBtr0290115	OG0003177	CG8740-RD	blo
FBtr0290116	OG0006472	CG8786-RC	Rnf146
FBtr0290120	OG0004604	CG9850-RC	sona
FBtr0290122	OG0004228	CG11192-RB	CG11192
FBtr0290124	OG0003152	CG2121-RB	CG2121
FBtr0290130	OG0005887	CG6910-RB	Miox
FBtr0290134	OG0007834	CG42232-RB	CG42232
FBtr0290135	OG0009170	CG42233-RB	CG42233
FBtr0290136	OG0005000	CG42234-RC	Dbx
FBtr0290142	OG0005059	CG33234-RD	CG33234
FBtr0290198	OG0009257	CG13358-RD	CG13358
FBtr0290199	OG0008003	CG14301-RB	CG14301
FBtr0290214	OG0005245	CG15024-RB	CG15024
FBtr0290216	OG0010444	CG13012-RB	CG13012
FBtr0290218	OG0004728	CG13586-RC	ITP
FBtr0290221	OG0006315	CG14059-RB	Ilp8
FBtr0290222	OG0006771	CG14647-RB	CG14647
FBtr0290223	OG0005465	CG14837-RC	CG14837
FBtr0290224	OG0005164	CG14984-RB	CG14984
FBtr0290225	OG0005244	CG15023-RB	CG15023
FBtr0290227	OG0010035	CG1597-RB	Gcs1
FBtr0290234	OG0009949	CG2974-RB	Naxe
FBtr0290241	OG0001653	CG3178-RB	Rrp1
FBtr0290243	OG0002467	CG16880-RB	NimC3
FBtr0290248	OG0010460	CG32569-RB	TwdlZ
FBtr0290250	OG0006773	CG32944-RF	CG32944
FBtr0290260	OG0006215	CG4950-RB	CG4950
FBtr0290266	OG0006544	CG5231-RC	Las
FBtr0290275	OG0010635	CG7440-RC	tgy
FBtr0290277	OG0005466	CG7526-RC	frac
FBtr0290282	OG0006056	CG9592-RB	CG9592
FBtr0290284	OG0006445	CG9670-RB	fal
FBtr0290285	OG0004541	CG9863-RB	CG9863
FBtr0290287	OG0003327	CG12917-RB	CG12917
FBtr0290302	OG0010234	CG33174-RE	inaE
FBtr0290312	OG0004165	CG10737-RT	CG10737
FBtr0290322	OG0001959	CG11181-RB	cup
FBtr0290323	OG0001405	CG11450-RB	net
FBtr0290334	OG0007477	CG42244-RF	Octbeta3R
FBtr0290341	OG0005049	CG42245-RA	CG42245
FBtr0299507	OG0003609	CG34438-RF	Cap-G
FBtr0299514	OG0010011	CG42249-RC	xgr
FBtr0299516	OG0008300	CG42250-RD	lqfR
FBtr0299526	OG0010803	CG14616-RK	l(1)G0196
FBtr0299530	OG0008502	CG6364-RB	Uck
FBtr0299531	OG0008501	CG34290-RB	CG34290
FBtr0299542	OG0006285	CG13026-RB	CG13026
FBtr0299543	OG0010260	CG13404-RB	CG13404
FBtr0299544	OG0004392	CG34370-RG	CG34370
FBtr0299558	OG0010126	CG42258-RC	CG42258
FBtr0299560	OG0004986	CG13934-RB	Cpr62Ba
FBtr0299564	OG0008780	CG14257-RB	CG14257
FBtr0299565	OG0009724	CG14426-RB	nullo
FBtr0299566	OG0007389	CG14710-RB	CG14710
FBtr0299568	OG0004159	CG15109-RE	CG15109
FBtr0299571	OG0009281	CG42259-RA	CG42259
FBtr0299581	OG0009494	CG34412-RG	Tlk
FBtr0299596	OG0009612	CG42264-RA	CG42264
FBtr0299599	OG0002580	CG42266-RA	CG42266
FBtr0299601	OG0009550	CG15471-RB	CG15471
FBtr0299610	OG0005343	CG42269-RE	CG42269
FBtr0299615	OG0010254	CG42271-RC	CG42271
FBtr0299616	OG0005325	CG42272-RC	CG42272
FBtr0299623	OG0010636	CG42274-RC	RhoGAP18B
FBtr0299633	OG0009960	CG42275-RI	alpha-Man-Ia
FBtr0299641	OG0005418	CG42278-RC	corn
FBtr0299651	OG0006072	CG42280-RG	ome
FBtr0299661	OG0008605	CG42283-RC	5PtaseI
FBtr0299667	OG0003701	CG42287-RA	CG42287
FBtr0299668	OG0003702	CG42288-RA	CG42288
FBtr0299673	OG0009765	CG42293-RA	Ir7e
FBtr0299674	OG0009764	CG42294-RA	Ir7d
FBtr0299676	OG0001567	CG42296-RA	CG42296
FBtr0299678	OG0008401	CG42298-RA	Ir94e
FBtr0299681	OG0010609	CG42301-RA	CCKLR-17D1
FBtr0299683	OG0005055	CG42303-RA	Snup
FBtr0299684	OG0005056	CG42304-RA	CG42304
FBtr0299691	OG0005433	CG42307-RA	CG42307
FBtr0299700	OG0004712	CG42310-RD	prom
FBtr0299706	OG0004044	CG42311-RJ	grh
FBtr0299711	OG0002498	CG42313-RA	side-II
FBtr0299729	OG0007394	CG42317-RG	Csk
FBtr0299740	OG0003640	CG42319-RE	CG42319
FBtr0299757	OG0003647	CG42321-RH	ATP8A
FBtr0299776	OG0010579	CG42323-RE	CG42323
FBtr0299779	OG0006087	CG3396-RB	Ocho
FBtr0299789	OG0007396	CG42327-RE	CG42327
FBtr0299796	OG0001526	CG42329-RA	CG42329
FBtr0299806	OG0004100	CG30120-RB	CG30120
FBtr0299816	OG0004027	CG4975-RC	CG4975
FBtr0299834	OG0003332	CG34221-RB	CG34221
FBtr0299835	OG0004835	CG34264-RB	ddbt
FBtr0299837	OG0001420	CG3696-RC	kis
FBtr0299842	OG0008556	CG42331-RB	CG42331
FBtr0299849	OG0006093	CG42333-RD	Sytbeta
FBtr0299851	OG0006153	CG42334-RD	comm3
FBtr0299857	OG0006602	CG42337-RB	CG42337
FBtr0299862	OG0010004	CG42339-RB	vex
FBtr0299864	OG0004812	CG1212-RD	p130CAS
FBtr0299869	OG0006739	CG17521-RC	RpL10
FBtr0299873	OG0002135	CG31609-RB	CG31609
FBtr0299903	OG0010816	CG17515-RC	Rab21
FBtr0299912	OG0002861	CG9256-RG	Nhe2
FBtr0299926	OG0010815	CG40305-RB	FutC
FBtr0299943	OG0004132	CG42351-RC	Jabba
FBtr0299947	OG0006782	CG14651-RB	sac
FBtr0299952	OG0010393	CG42353-RA	CG42353
FBtr0299957	OG0008058	CG42358-RA	Nsun5
FBtr0299959	OG0004742	CG42360-RA	CG42360
FBtr0299960	OG0004743	CG42361-RA	CG42361
FBtr0299964	OG0004357	CG42365-RA	CG42365
FBtr0299965	OG0002190	CG42366-RA	CG42366
FBtr0299970	OG0001585	CG42371-RA	CG42371
FBtr0299977	OG0009213	CG42376-RA	CG42376
FBtr0299989	OG0004360	CG42381-RA	CG42381
FBtr0299990	OG0004359	CG42379-RA	CG42379
FBtr0299995	OG0004713	CG42383-RA	CG42383
FBtr0300006	OG0008277	CG42390-RB	CG42390
FBtr0300011	OG0005880	CG10861-RB	Atg12
FBtr0300016	OG0007007	CG1176-RC	Obp84a
FBtr0300017	OG0005126	CG12008-RE	kst
FBtr0300018	OG0009559	CG12680-RB	CG12680
FBtr0300021	OG0002527	CG15259-RB	nht
FBtr0300033	OG0010453	CG4678-RE	CG4678
FBtr0300049	OG0006395	CG18234-RC	CG18234
FBtr0300050	OG0008844	CG12426-RB	CG12426
FBtr0300056	OG0001970	CG11201-RB	TTLL3B
FBtr0300057	OG0006647	CG32441-RC	EMC10
FBtr0300060	OG0007886	CG31266-RB	CG31266
FBtr0300062	OG0005141	CG10357-RC	CG10357
FBtr0300063	OG0003009	CG12831-RB	CG12831
FBtr0300073	OG0009955	CG15308-RB	CG15308
FBtr0300075	OG0008253	CG31178-RB	CG31178
FBtr0300076	OG0004774	CG3629-RC	Dll
FBtr0300080	OG0003046	CG42396-RA	wech
FBtr0300097	OG0005831	CG14133-RB	Pldn
FBtr0300129	OG0008694	CG5878-RB	alpha4GT2
FBtr0300130	OG0004761	CG3894-RC	CG3894
FBtr0300174	OG0007745	CG14871-RB	Trissin
FBtr0300177	OG0009708	CG4558-RB	CG4558
FBtr0300179	OG0004802	CG2679-RD	gol
FBtr0300185	OG0002020	CG7231-RE	CG7231
FBtr0300188	OG0005763	CG32079-RB	CG32079
FBtr0300190	OG0006077	CG5295-RB	bmm
FBtr0300198	OG0007822	CG42446-RA	CG42446
FBtr0300200	OG0010079	CG42447-RA	inaF-B
FBtr0300213	OG0002163	CG33299-RB	CG33299
FBtr0300215	OG0004053	CG33996-RB	dpr13
FBtr0300221	OG0009597	CG42449-RA	CG42449
FBtr0300224	OG0009314	CG18531-RC	Gr2a
FBtr0300237	OG0005719	CG42455-RA	CG42455
FBtr0300240	OG0005120	CG42456-RA	Dpm2
FBtr0300256	OG0008098	CG4720-RC	Ask1
FBtr0300261	OG0006953	CG1021-RH	Dmtn
FBtr0300274	OG0005805	CG6149-RB	CG6149
FBtr0300276	OG0003967	CG6967-RC	Mov10
FBtr0300278	OG0007507	CG7091-RB	CG7091
FBtr0300280	OG0005535	CG7189-RB	Gr66a
FBtr0300283	OG0004177	CG7461-RB	Acadvl
FBtr0300284	OG0006353	CG7497-RB	Pgr
FBtr0300285	OG0002970	CG3265-RF	Eb1
FBtr0300287	OG0003619	CG34315-RB	CG34315
FBtr0300293	OG0003251	CG8806-RB	prel
FBtr0300295	OG0001695	CG42459-RA	Sfp23F
FBtr0300320	OG0007044	CG3250-RB	Os-C
FBtr0300329	OG0006149	CG7656-RD	CG7656
FBtr0300341	OG0002661	CG10275-RB	kon
FBtr0300342	OG0009189	CG11533-RD	Asator
FBtr0300345	OG0004882	CG12502-RB	CG12502
FBtr0300347	OG0005790	CG14142-RB	CG14142
FBtr0300351	OG0007438	CG14741-RB	ATP8B
FBtr0300353	OG0010770	CG15446-RB	CG15446
FBtr0300357	OG0002983	CG9456-RB	Spn42Dd
FBtr0300366	OG0004701	CG13577-RB	CG13577
FBtr0300379	OG0009204	CG18069-RJ	CaMKII
FBtr0300391	OG0010374	CG9096-RD	CycD
FBtr0300398	OG0008733	CG6154-RC	CG6154
FBtr0300406	OG0007618	CG33329-RC	Sp212
FBtr0300409	OG0004450	CG4294-RB	CG4294
FBtr0300421	OG0004106	CG30115-RE	GEFmeso
FBtr0300439	OG0008859	CG42487-RA	CG42487
FBtr0300440	OG0008667	CG42488-RB	CG42488
FBtr0300444	OG0002858	CG14397-RA	CG14397
FBtr0300453	OG0010170	CG32638-RB	CG32638
FBtr0300455	OG0004329	CG15666-RD	BBS9
FBtr0300465	OG0009589	CG42492-RC	OtopLa
FBtr0300475	OG0008468	CG33100-RB	eIF4EHP
FBtr0300491	OG0007382	CG33512-RB	dpr4
FBtr0300501	OG0003211	CG8084-RB	ana
FBtr0300507	OG0003458	CG42493-RA	CG42493
FBtr0300510	OG0010550	CG42273-RH	mnb
FBtr0300519	OG0006348	CG42279-RJ	Nedd4
FBtr0300525	OG0006811	CG42312-RE	cno
FBtr0300526	OG0009698	CG42328-RH	C3G
FBtr0300552	OG0003935	CG15615-RB	CG15615
FBtr0300553	OG0002922	CG34385-RC	dpr12
FBtr0300555	OG0009184	CG42314-RJ	PMCA
FBtr0300561	OG0005938	CG10967-RB	Atg1
FBtr0300579	OG0005219	CG11582-RB	srw
FBtr0300581	OG0007392	CG6813-RC	CG6813
FBtr0300583	OG0005095	CG42494-RA	CG42494
FBtr0300596	OG0003850	CG8322-RD	Acly
FBtr0300613	OG0002555	CG12448-RC	CG12448
FBtr0300618	OG0008728	CG32474-RD	dysf
FBtr0300621	OG0005198	CG15004-RB	Teh2
FBtr0300636	OG0003623	CG34235-RB	CG34235
FBtr0300638	OG0007435	CG42505-RA	CG42505
FBtr0300643	OG0008103	CG42508-RA	Xport-B
FBtr0300646	OG0007192	CG42511-RA	BBIP1
FBtr0300651	OG0010439	CG42512-RA	CG42512
FBtr0300655	OG0006258	CG42514-RA	CG42514
FBtr0300658	OG0003122	CG42515-RA	Pbp49
FBtr0300660	OG0003123	CG42516-RA	CG42516
FBtr0300662	OG0004075	CG42518-RA	CG42518
FBtr0300664	OG0004074	CG42517-RC	MED9
FBtr0300671	OG0001570	CG33516-RB	dpr3
FBtr0300673	OG0009209	CG17707-RB	CG17707
FBtr0300674	OG0002660	CG10176-RB	grnd
FBtr0300675	OG0002659	CG10283-RC	CG10283
FBtr0300677	OG0007824	CG10317-RC	CG10317
FBtr0300685	OG0007041	CG10445-RC	CG10445
FBtr0300691	OG0007168	CG11033-RB	Kdm2
FBtr0300692	OG0004203	CG11041-RB	CG11041
FBtr0300705	OG0008472	CG13605-RB	CG13605
FBtr0300707	OG0009426	CG13760-RC	CG13760
FBtr0300712	OG0004877	CG13902-RB	JMJD5
FBtr0300713	OG0004989	CG13936-RB	CNMa
FBtr0300716	OG0004996	CG13937-RF	CG13937
FBtr0300735	OG0008656	CG11902-RB	CG11902
FBtr0300738	OG0006889	CG1193-RE	kat-60L1
FBtr0300742	OG0007154	CG11977-RB	CG11977
FBtr0300743	OG0007159	CG11984-RD	Kcmf1
FBtr0300760	OG0009722	CG12541-RD	CG12541
FBtr0300763	OG0004792	CG12851-RB	CG12851
FBtr0300768	OG0007526	CG14380-RB	CG14380
FBtr0300769	OG0007485	CG14395-RB	CG14395
FBtr0300775	OG0005224	CG1319-RB	Fdx2
FBtr0300776	OG0005223	CG15012-RC	CG15012
FBtr0300803	OG0008146	CG16953-RB	CG16953
FBtr0300804	OG0001428	CG17078-RB	CG17078
FBtr0300807	OG0010819	CG17167-RD	CG17167
FBtr0300811	OG0010353	CG17209-RC	Polr3A
FBtr0300814	OG0001667	CG17258-RB	CG17258
FBtr0300819	OG0008699	CG17370-RD	SppL
FBtr0300821	OG0001979	CG17375-RB	CG17375
FBtr0300832	OG0008925	CG15817-RC	Usp1
FBtr0300834	OG0010116	CG15734-RC	CG15734
FBtr0300837	OG0002489	CG15283-RB	CG15283
FBtr0300846	OG0002524	CG15260-RB	CG15260
FBtr0300847	OG0002534	CG15256-RB	CG15256
FBtr0300859	OG0003469	CG42531-RA	CG42531
FBtr0300896	OG0007066	CG18249-RB	CG18249
FBtr0300898	OG0008816	CG42534-RC	CG42534
FBtr0300901	OG0007373	CG18643-RB	Dtd
FBtr0300914	OG0009794	CG2120-RB	spdt
FBtr0300921	OG0003293	CG30007-RE	tea
FBtr0300938	OG0010778	CG1801-RC	CG1801
FBtr0300941	OG0001788	CG2950-RD	mxt
FBtr0300944	OG0003325	CG17753-RB	Ccs
FBtr0300947	OG0005740	CG34001-RB	CG34001
FBtr0300951	OG0004340	CG30286-RB	CG30286
FBtr0300959	OG0003039	CG30502-RB	Fa2h
FBtr0300961	OG0009117	CG31004-RD	mesh
FBtr0300962	OG0009074	CG31016-RB	CG31016
FBtr0300983	OG0009072	CG31021-RB	CG31021
FBtr0300986	OG0001628	CG15398-RB	Trf5
FBtr0300988	OG0005181	CG32259-RC	CG32259
FBtr0300994	OG0009560	CG32767-RC	CG32767
FBtr0300997	OG0009554	CG32772-RC	CG32772
FBtr0300998	OG0009555	CG4041-RB	CG4041
FBtr0301001	OG0006949	CG42537-RA	CG42537
FBtr0301002	OG0006182	CG42538-RA	CG42538
FBtr0301004	OG0008564	CG34150-RB	CG34150
FBtr0301007	OG0008255	CG34148-RB	CG34148
FBtr0301008	OG0006484	CG32221-RB	CG32221
FBtr0301013	OG0006631	CG33288-RC	CG33288
FBtr0301014	OG0006059	CG34039-RB	CG34039
FBtr0301018	OG0006363	CG32181-RB	CG32181
FBtr0301020	OG0010053	CG32666-RC	Drak
FBtr0301022	OG0008629	CG31106-RB	CG31106
FBtr0301032	OG0005663	CG3437-RB	CG3437
FBtr0301033	OG0001680	CG3347-RB	CG3347
FBtr0301037	OG0004753	CG33228-RB	CG33228
FBtr0301040	OG0002137	CG32982-RE	CG32982
FBtr0301042	OG0007420	CG31368-RD	salsa
FBtr0301048	OG0003832	CG33465-RC	CG33465
FBtr0301054	OG0005892	CG42318-RJ	app
FBtr0301058	OG0009458	CG3588-RE	CG3588
FBtr0301066	OG0001566	CG4238-RD	CG4238
FBtr0301071	OG0005897	CG4328-RB	CG4328
FBtr0301073	OG0008984	CG34133-RC	CG34133
FBtr0301078	OG0007262	CG34302-RB	CG34302
FBtr0301081	OG0007639	CG34388-RD	natalisin
FBtr0301083	OG0009601	CG4096-RB	AdamTS-B
FBtr0301085	OG0008400	CG4393-RB	CG4393
FBtr0301089	OG0007710		
FBtr0301099	OG0009500	CG42541-RC	CG42541
FBtr0301103	OG0007686	CG42542-RE	CG42542
FBtr0301117	OG0008099	CG4733-RB	CG4733
FBtr0301130	OG0001818	CG42373-RB	Tfb5
FBtr0301133	OG0010818	CG2893-RF	zyd
FBtr0301134	OG0008772	CG5521-RB	CG5521
FBtr0301139	OG0005606	CG5021-RC	CG5021
FBtr0301150	OG0007482	CG6753-RB	CG6753
FBtr0301153	OG0010618	CG7058-RB	CG7058
FBtr0301159	OG0007387	CG5342-RB	CG5342
FBtr0301160	OG0006650	CG11307-RC	CG11307
FBtr0301161	OG0006651	CG7166-RB	CG7166
FBtr0301162	OG0004614	CG5549-RB	GlyT
FBtr0301170	OG0002065	CG7795-RD	mtsh
FBtr0301180	OG0008864	CG42551-RD	larp
FBtr0301182	OG0004028	CG4984-RC	CG4984
FBtr0301184	OG0002311	CG7309-RC	CG7309
FBtr0301193	OG0003204	CG8172-RF	CG8172
FBtr0301194	OG0007126	CG8159-RB	CG8159
FBtr0301196	OG0003860	CG8401-RB	CG8401
FBtr0301203	OG0003722	CG8547-RC	CG8547
FBtr0301205	OG0005477	CG7422-RC	Snmp2
FBtr0301216	OG0007046	CG42550-RA	Kmn2
FBtr0301227	OG0005729	CG8065-RB	CG8065
FBtr0301229	OG0002037	CG8683-RB	mon2
FBtr0301232	OG0010376	CG8916-RB	CG8916
FBtr0301237	OG0003573	CG8646-RB	CG8646
FBtr0301252	OG0004873	CG42553-RA	CG42553
FBtr0301253	OG0004874	CG42554-RA	CG42554
FBtr0301255	OG0002608	CG42556-RA	CG42556
FBtr0301256	OG0008993	CG42557-RA	CG42557
FBtr0301257	OG0008994	CG42558-RA	CG42558
FBtr0301258	OG0004582	CG42559-RA	CG42559
FBtr0301262	OG0004581	CG42560-RA	CG42560
FBtr0301265	OG0004019	CG42561-RA	CG42561
FBtr0301267	OG0010077	CG42563-RB	inaF-D
FBtr0301268	OG0006948	CG42564-RA	CG42564
FBtr0301271	OG0004689	CG42567-RA	DnaJ-60
FBtr0301273	OG0004688	CG42568-RA	CG42568
FBtr0301275	OG0009901	CG42569-RA	Larp7
FBtr0301277	OG0008621	CG11847-RB	Clbn
FBtr0301280	OG0007604	CG14357-RB	CG14357
FBtr0301281	OG0003353	CG12891-RC	whd
FBtr0301283	OG0007307	CG14680-RC	Cyp12e1
FBtr0301284	OG0007995	CG14307-RN	fru
FBtr0301286	OG0006963	CG15180-RB	glob2
FBtr0301302	OG0008867	CG1842-RB	Dhc98D
FBtr0301310	OG0007321	CG14685-RE	Cap-H2
FBtr0301312	OG0006809	CG2022-RB	plh
FBtr0301316	OG0001479	CG3159-RC	Eaat2
FBtr0301333	OG0006160	CG42570-RA	CG42570
FBtr0301340	OG0009197	CG32019-RF	bt
FBtr0301344	OG0010737	CG11734-RC	HERC2
FBtr0301368	OG0008498	CG5695-RH	jar
FBtr0301388	OG0003656	CG6061-RB	mip120
FBtr0301390	OG0008825	CG5634-RB	dsd
FBtr0301413	OG0010520	CG8465-RD	Ankle2
FBtr0301416	OG0001502	CG31795-RC	IA-2
FBtr0301423	OG0002968	CG9432-RF	hlk
FBtr0301431	OG0003473	CG42572-RD	MCPH1
FBtr0301433	OG0007826	CG31279-RB	CG31279
FBtr0301437	OG0006796	CG42574-RA	ctrip
FBtr0301438	OG0005784	CG42575-RA	NaPi-III
FBtr0301444	OG0003330	CG33135-RF	KCNQ
FBtr0301446	OG0005351	CG10733-RD	loj
FBtr0301452	OG0001406	CG12178-RB	Nhe1
FBtr0301481	OG0006203	CG5057-RB	MED10
FBtr0301492	OG0006691	CG12673-RB	olf413
FBtr0301496	OG0002492	CG3479-RF	osp
FBtr0301498	OG0007659	CG7649-RC	Meltrin
FBtr0301507	OG0003788	CG7761-RB	pcs
FBtr0301514	OG0007818	CG10309-RB	pad
FBtr0301527	OG0003228	CG2412-RB	Rad51D
FBtr0301528	OG0004962	CG7980-RB	RabX5
FBtr0301538	OG0001817	CG33113-RH	Rtnl1
FBtr0301568	OG0010732	CG17065-RB	mel
FBtr0301577	OG0002621	CG6794-RC	Dif
FBtr0301590	OG0001714	CG15415-RB	Spindly
FBtr0301600	OG0006646	CG32438-RE	SMC5
FBtr0301618	OG0010814	CG12500-RC	stnA
FBtr0301623	OG0006967	CG1307-RC	CG1307
FBtr0301624	OG0004734	CG4681-RA	Tex9
FBtr0301626	OG0005064	CG2101-RA	mRpS35
FBtr0301639	OG0003175	CG8739-RC	stmA
FBtr0301640	OG0006832	CG1168-RB	7B2
FBtr0301645	OG0005197	CG15003-RB	Teh4
FBtr0301647	OG0002685	CG10348-RB	CG10348
FBtr0301649	OG0007016	CG10113-RB	wa-cup
FBtr0301654	OG0007566	CG9637-RC	Task6
FBtr0301660	OG0001574	CG31671-RB	tho2
FBtr0301664	OG0008609	CG7662-RC	veli
FBtr0301665	OG0002132	CG9564-RC	Try29F
FBtr0301668	OG0004438	CG6339-RD	rad50
FBtr0301672	OG0008863	CG12516-RB	CG12516
FBtr0301683	OG0006300	CG13030-RC	sinah
FBtr0301684	OG0002214	CG13137-RB	CG13137
FBtr0301693	OG0008068	CG5237-RC	unc79
FBtr0301702	OG0007839	CG14900-RB	Cad89D
FBtr0301706	OG0003271	CG1652-RB	lectin-46Cb
FBtr0301711	OG0008303	CG13847-RB	CG13847
FBtr0301715	OG0007786	CG4261-RB	Hel89B
FBtr0301734	OG0003749	CG30077-RB	Blos1
FBtr0301735	OG0003750	CG12868-RB	CG12868
FBtr0301745	OG0008978	CG15510-RB	Prtl99C
FBtr0301759	OG0007099	CG7963-RB	CG7963
FBtr0301786	OG0007145	CG11963-RC	ScsbetaA
FBtr0301788	OG0004929	CG13916-RC	SA2
FBtr0301821	OG0009492	CG13316-RD	Mnt
FBtr0301837	OG0008869	CG33103-RE	Ppn
FBtr0301847	OG0004780	CG34413-RF	NKAIN
FBtr0301854	OG0004545	CG34423-RB	CG34423
FBtr0301871	OG0007248	CG8478-RD	CG8478
FBtr0301874	OG0003529	CG8493-RC	Den1
FBtr0301929	OG0001412	CG42399-RB	CG42399
FBtr0301931	OG0010727	CG9579-RB	AnxB10
FBtr0301978	OG0010826	CG17172-RB	ATbp
FBtr0302020	OG0010813	CG12473-RE	stnB
FBtr0302029	OG0002377	CG14946-RC	firl
FBtr0302033	OG0005193	CG33545-RC	nab
FBtr0302043	OG0002418	CG9395-RC	CG9395
FBtr0302044	OG0005417	CG8624-RC	melt
FBtr0302055	OG0010822	CG17169-RB	CG17169
FBtr0302082	OG0010662	CG3291-RB	pcm
FBtr0302091	OG0006878	CG42612-RC	plx
FBtr0302133	OG0007174	CG16734-RD	CG16734
FBtr0302148	OG0002054	CG8222-RJ	Pvr
FBtr0302153	OG0009913	CG42611-RA	mgl
FBtr0302159	OG0002521	CG42616-RF	Cul3
FBtr0302162	OG0002004	CG9138-RC	uif
FBtr0302181	OG0009174	CG1976-RD	RhoGAP100F
FBtr0302184	OG0006998	CG2520-RD	lap
FBtr0302188	OG0008162	CG31195-RB	CG31195
FBtr0302194	OG0001409	CG31976-RB	ovm
FBtr0302199	OG0002162	CG3881-RC	GlcAT-S
FBtr0302209	OG0008744	CG6490-RB	plum
FBtr0302213	OG0001913	CG9150-RB	CG9150
FBtr0302222	OG0003176	CG42615-RB	CG42615
FBtr0302273	OG0007326	CG42632-RB	mRpL37
FBtr0302274	OG0007325	CG42633-RA	CG42633
FBtr0302276	OG0002641	CG42635-RA	CG42635
FBtr0302289	OG0002719	CG42641-RA	Rpn3
FBtr0302294	OG0003780	CG10228-RD	Pcf11
FBtr0302302	OG0005106	CG14967-RB	hob
FBtr0302305	OG0006931	CG15597-RB	CG15597
FBtr0302307	OG0007983	CG7670-RB	WRNexo
FBtr0302311	OG0007446	CG17404-RB	CG17404
FBtr0302319	OG0008361	CG34375-RB	CG34375
FBtr0302323	OG0008148	CG4159-RB	Pus1
FBtr0302328	OG0006189	CG5414-RB	IleRS-m
FBtr0302372	OG0001592	CG34049-RB	CG34049
FBtr0302390	OG0004179	CG34045-RB	CG34045
FBtr0302391	OG0001721	CG34340-RE	Drgx
FBtr0302446	OG0004380	CG13492-RD	CG13492
FBtr0302456	OG0001623	CG33125-RB	CG33125
FBtr0302488	OG0005999	CG10738-RD	EHR
FBtr0302492	OG0008080	CG16718-RD	subdued
FBtr0302494	OG0004154	CG18605-RB	CG18605
FBtr0302499	OG0002614	CG31784-RC	CG31784
FBtr0302500	OG0009825	CG15347-RB	CG15347
FBtr0302503	OG0006187	CG5284-RC	ClC-c
FBtr0302512	OG0003231	CG8026-RD	CG8026
FBtr0302522	OG0009064	CG31371-RB	CG31371
FBtr0302548	OG0005444	CG8582-RE	Sh3beta
FBtr0302563	OG0007489	CG12286-RB	kar
FBtr0302576	OG0007552	CG17044-RB	yellow-e2
FBtr0302580	OG0006083	CG34245-RD	CG34245
FBtr0302616	OG0006791	CG9765-RK	tacc
FBtr0302637	OG0006581	CG42341-RV	Pka-R1
FBtr0302645	OG0003579	CG42663-RB	CG42663
FBtr0302650	OG0006309	CG42665-RD	Exn
FBtr0302658	OG0009343	CG42666-RE	prage
FBtr0302714	OG0006509	CG42674-RC	CG42674
FBtr0302721	OG0006512	CG6996-RB	CG6996
FBtr0302722	OG0009925	CG15319-RC	nej
FBtr0302730	OG0004984	CG42676-RD	CG42676
FBtr0302731	OG0002475	CG42677-RB	wb
FBtr0302770	OG0004499	CG42678-RI	ReepA
FBtr0302786	OG0006304	CG42679-RK	Lmpt
FBtr0302863	OG0010667	CG42687-RG	CoRest
FBtr0302904	OG0004107	CG42697-RA	CG42697
FBtr0302921	OG0009610	CG42699-RC	Cep162
FBtr0302925	OG0003886	CG42701-RB	CngA
FBtr0302927	OG0003739	CG42702-RC	L
FBtr0302928	OG0006217	CG13066-RB	CG13066
FBtr0302930	OG0002750	CG10195-RB	CG10195
FBtr0302933	OG0001873	CG14010-RB	DIP-eta
FBtr0302939	OG0003589	CG17575-RB	CG17575
FBtr0302980	OG0005939	CG42709-RA	CG42709
